Id,genome_size,contigs,n50,ST,Insertion,ompK36,ompK35,Source,Source_edited,Source_summarised,Host,Country,Year,resistance_genes,plasmids,Organism,Strain
GCF_001182645,5749195,211,148011,512,GD,1,1,,,,,,2013,"aadA2,aph(3')-Ia,fosA,mph(A),sul1,dfrA12,oqxA,oqxB,blaSHV-11,blaOXA-9,blaTEM-1A,blaKPC-3,catA1","IncFIB(K),IncFIB(pQil),IncFII(K)",Klebsiella pneumoniae,
GCF_001182665,5790698,166,157469,512,GD,1,1,,,,,,2013,"aadA2,aph(3')-Ia,aac(6')-Ib,fosA,mph(A),sul1,dfrA12,oqxB,oqxA,aac(6')Ib-cr,blaSHV-11,blaTEM-1A,blaOXA-9,blaKPC-3,catA1","IncFIB(K),IncX3,IncFIB(pQil),IncFII(K),ColRNAI",Klebsiella pneumoniae,
GCF_001182685,5694799,178,196485,512,GD,1,1,,,,,,2013,"aadA2,aac(6')-Ib,fosA,sul1,oqxB,oqxA,aac(6')Ib-cr,blaKPC-3,blaSHV-11,blaTEM-1A,blaOXA-9","IncFIB(K),IncX3,IncFIB(pQil),IncFII(K),ColRNAI",Klebsiella pneumoniae,
GCF_001185665,5991374,9,5345748,309,,1,1,,,,Homo sapiens,,2014,"aadA1,aac(6')-Ib,fosA,aac(6')Ib-cr,oqxA,oqxB,blaKPC-3,blaKPC-3,blaSHV-11,blaTEM-1A,blaTEM-1A,blaOXA-9","IncHI1A(CIT),IncHI1B(CIT),IncFIB(K),IncFII(Yp)",Klebsiella pneumoniae,MGH83
GCF_001185675,5870348,7,5582289,258,,1,1,,,,Homo sapiens,USA,2014,"aadA2,aac(6')-Ib,aac(6')-Ib,aadA1,strB,aph(3')-Ia,strA,fosA,mph(A),sul1,sul2,dfrA14,aac(6')Ib-cr,oqxA,oqxB,aac(6')Ib-cr,blaSHV-11,blaSHV-12,blaKPC-3,blaOXA-9,blaTEM-1A,catA1","IncFII(K),ColRNAI,IncFIA(HI1),IncX3,IncFIB(K),ColpVC",Klebsiella pneumoniae,CHS240
GCF_001185685,5794116,11,4011442,258,,1,1,,,,Homo sapiens,,2013,"aac(6')-Ib,fosA,aac(6')Ib-cr,oqxA,oqxB,blaSHV-11,blaKPC-3,catA1","IncI2,IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae,UCI69
GCF_001185695,5848030,10,2044248,258,,1,1,,,,Homo sapiens,USA,2014,"aph(3')-Ia,aadA2,aac(6')-Ib,aadA1,strB,strA,fosA,mph(A),sul1,sul2,dfrA14,oqxA,oqxB,aac(6')Ib-cr,blaSHV-12,blaKPC-3,blaOXA-9,blaTEM-1A,catA1","IncFII(K),ColRNAI,IncFIA(HI1),IncX3,IncFIB(K),ColpVC",Klebsiella pneumoniae,CHS239
GCF_001185745,5899071,15,1442352,258,,1,1,,,,Homo sapiens,USA,2014,"aac(6')-Ib,aadA2,aac(6')-Ib,aac(6')-Ib,aadA1,strB,strA,aac(6')-Ib,fosA,sul1,sul2,dfrA12,dfrA14,aac(6')Ib-cr,aac(6')Ib-cr,aac(6')Ib-cr,oqxA,oqxB,aac(6')Ib-cr,blaSHV-12,blaKPC-3,blaOXA-9,blaTEM-1A,blaSHV-11,catA1","IncFIA(HI1),IncX3,IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae,CHS238
GCF_001185755,5923759,9,3417778,258,,1,1,,,,Homo sapiens,USA,2014,"aph(3')-Ia,aadA2,aac(6')-Ib,aadA1,strB,strA,fosA,mph(A),sul1,sul2,dfrA14,dfrA12,oqxA,oqxB,aac(6')Ib-cr,blaSHV-11,blaSHV-5,blaKPC-3,blaOXA-9,blaTEM-1A,catA1","IncFIA(HI1),IncX3,IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae,CHS212
GCF_001185765,5895829,7,4330356,258,,1,1,,,,Homo sapiens,USA,2014,"aac(6')-Ib,aadA1,strB,strA,aadA2,aac(6')-Ib,aph(3')-Ia,fosA,mph(A),sul2,sul1,dfrA14,aac(6')Ib-cr,aac(6')Ib-cr,oqxA,oqxB,blaKPC-3,blaOXA-9,blaTEM-1A,blaSHV-11,blaSHV-12,catA1","IncFIA(HI1),IncX3,IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae,CHS198
GCF_001185775,5706450,5,4973556,258,,0,1,,,,Homo sapiens,USA,2014,"aadA2,strA,strB,aadA1,aac(6')-Ib,aac(6')-Ib,aadA2,fosA,sul1,sul2,dfrA14,aac(6')Ib-cr,aac(6')Ib-cr,oqxA,oqxB,blaTEM-1A,blaOXA-9,blaKPC-3,blaLEN12,blaTEM-1A","IncFIA(HI1),IncX3",Klebsiella pneumoniae,CHS196
GCF_001185825,5762201,7,3367444,258,,1,1,,,,Homo sapiens,USA,2014,"aadA2,aadA2,aac(6')-Ib,strA,aadA2,aph(3')-Ia,aph(3')-Ia,aac(6')-Ib,aadA1,strB,fosA,mph(A),sul1,sul1,sul1,sul2,oqxA,oqxB,aac(6')Ib-cr,aac(6')Ib-cr,blaSHV-11,blaSHV-12,blaKPC-3,blaOXA-9,blaTEM-1A,catA1","IncFIA(HI1),IncX3,IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae,CHS187
GCF_001185835,5925862,9,2999400,258,,1,1,,,,Homo sapiens,USA,2014,"aadA2,strB,strA,aac(6')-Ib,aadA1,fosA,mph(A),sul1,sul2,dfrA14,dfrA12,oqxA,oqxB,aac(6')Ib-cr,blaSHV-11,blaKPC-3,blaSHV-12,blaOXA-9,blaTEM-1A,catA1","IncFIA(HI1),IncX3,IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae,CHS178
GCF_001185865,5861909,16,3154819,14,GD,1,0,,,,Homo sapiens,USA,2014,"ARR-3,aadA1,aac(6')Ib-cr,aph(3')-VIa,aac(3)-IId,armA,aadA2,strB,strA,fosA,ere(A),mph(E),msr(E),sul1,sul2,dfrA12,dfrA1,QnrB1,aac(6')Ib-cr,oqxA,oqxB,blaSHV-28,blaNDM-1,blaOXA-1,blaCTX-M-15,catA1,cmlA1,catB3","IncR,IncFII(K),FIA(pBK30683),IncFIB(Mar),IncHI1B,IncFIB(K)",Klebsiella pneumoniae,CHS175
GCF_001185895,5698628,5,4911856,258,,1,1,,,,Homo sapiens,USA,2014,"aph(3')-Ia,aac(6')-Ib,aadA2,aadA2,strB,strA,aadA1,fosA,mph(A),sul1,sul2,dfrA14,aac(6')Ib-cr,oqxA,oqxB,blaOXA-9,blaSHV-11,blaTEM-1A,blaKPC-3,catA1","IncFIA(HI1),IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae,CHS171
GCF_001185915,5632103,13,3204562,-,,0,1,,,,Homo sapiens,USA,2014,"aac(6')-Ib,aadA1,aadA2,fosA,sul1,oqxA,aac(6')Ib-cr,oqxB,QnrA1,tet(A),blaSHV-27,blaKPC-2,blaOXA-9,blaTEM-1A,blaCARB-1","IncR,IncFIB(K),IncN,ColRNAI",Klebsiella pneumoniae,CHS136
GCF_001185925,5851968,10,3531784,258,,1,1,,,,Homo sapiens,USA,2014,"strB,strA,strB,aph(3')-Ia,strA,aac(6')-Ib,aadA1,aac(6')-Ib,aadA2,aadA2,fosA,mph(A),sul1,sul2,sul2,sul1,dfrA14,dfrA12,oqxA,oqxB,aac(6')Ib-cr,aac(6')Ib-cr,blaKPC-3,blaSHV-11,blaOXA-9,blaSHV-12,blaTEM-1A,catA1","IncFIA(HI1),IncX3,IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae,CHS130
GCF_001185945,5875841,6,3486571,258,,1,1,,,,Homo sapiens,USA,2014,"aadA2,aadA24,aph(3')-Ia,aadA2,aac(6')-Ib,aac(6')-Ib,strB,strA,fosA,mph(A),sul1,sul1,sul2,dfrA14,dfrA12,aac(6')Ib-cr,aac(6')Ib-cr,oqxA,oqxB,blaSHV-12,blaSHV-11,blaTEM-1A,blaKPC-3,blaOXA-9,catA1","IncFIA(HI1),IncX3,IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae,CHS124
GCF_001185955,5864135,11,2030521,258,,1,1,,,,Homo sapiens,USA,2014,"aac(6')-Ib,aph(3')-Ia,strA,strB,aadA2,aadA1,fosA,mph(A),sul2,sul1,dfrA14,aac(6')Ib-cr,oqxA,oqxB,blaKPC-3,blaSHV-11,blaSHV-12,blaTEM-1A,blaOXA-9,catA1","IncFII(K),ColRNAI,IncFIA(HI1),IncX3,IncFIB(K),ColpVC",Klebsiella pneumoniae,CHS120
GCF_001185985,5907817,8,3423285,258,,1,1,,,,Homo sapiens,USA,2014,"strA,strB,aadA2,aadA24,aph(3')-Ia,aac(6')-Ib,aac(6')-Ib,fosA,mph(A),sul2,sul1,dfrA14,oqxA,oqxB,aac(6')Ib-cr,aac(6')Ib-cr,blaSHV-11,blaSHV-12,blaKPC-3,blaOXA-9,catA1","IncFIA(HI1),IncX3,IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae,CHS119
GCF_001186005,5916084,7,3707525,258,,1,1,,,,Homo sapiens,USA,2014,"aac(6')-Ib,aadA1,strB,strA,aph(3')-Ia,aadA2,aac(6')-Ib,fosA,mph(A),sul2,sul1,dfrA12,dfrA14,aac(6')Ib-cr,oqxA,oqxB,aac(6')Ib-cr,blaOXA-9,blaTEM-1A,blaTEM-1A,blaSHV-12,blaKPC-3,catA1","IncFIA(HI1),IncX3,IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae,CHS108
GCF_001186025,5890443,7,3032943,258,,1,1,,,,Homo sapiens,USA,2014,"strA,aadA2,aph(3')-Ia,strB,aac(6')-Ib,aadA1,fosA,mph(A),sul1,sul2,dfrA14,oqxA,oqxB,aac(6')Ib-cr,blaSHV-12,blaKPC-3,blaOXA-9,blaTEM-1A,catA1","IncFIA(HI1),IncX3,IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae,CHS103
GCF_001186035,5871539,11,3231507,258,,1,1,,,,Homo sapiens,USA,2014,"strA,strB,aadA2,aadA1,aac(6')-Ib,aac(6')-Ib,aph(3')-Ia,fosA,mph(A),sul1,sul2,dfrA14,aac(6')Ib-cr,aac(6')Ib-cr,oqxA,oqxB,blaTEM-1A,blaOXA-9,blaSHV-5,blaKPC-3,catA1","IncFII(K),ColRNAI,IncFIA(HI1),IncX3,IncFIB(K),ColpVC",Klebsiella pneumoniae,CHS87
GCF_001186065,5695001,8,3453180,11,,1,0,,,,Homo sapiens,USA,2014,"aac(3)-IIa,aac(6')Ib-cr,fosA,mph(A),oqxA,oqxB,aac(6')Ib-cr,tet(A),blaLEN12,blaKPC-3,blaSHV-11,blaCTX-M-15,blaTEM-1B,blaOXA-1,catA2,catB3","IncR,IncFII(K),FIA(pBK30683),IncN3,IncFIB(K),repA",Klebsiella pneumoniae,CHS86
GCF_001238585,5669108,126,203708,258,,1,1,urine,urine,urine,Homo sapiens,Australia,2014,"aac(6')-Ib,aph(3')-Ia,aadA2,fosA,mph(A),sul1,dfrA12,aac(6')Ib-cr,oqxA,oqxB,blaTEM-1A,blaOXA-9,blaLEN12,blaKPC-2,catA1","IncFIB(K),IncX3,IncFIB(pQil),IncFII(K),ColRNAI",Klebsiella pneumoniae,ST258
GCF_001275285,5549085,111,209771,258,,1,1,Bile fluid,bile fluid,other,Homo sapiens,USA,2014,"aac(6')-Ib,strB,aadA24,strA,fosA,sul2,dfrA14,aac(6')Ib-cr,blaKPC-3,blaTEM-1A,blaSHV-11,blaOXA-9,catA1","IncFII(Y),IncFIB(K),ColRNAI",Klebsiella pneumoniae,SY-A
GCF_001275295,5705964,132,203929,258,,1,1,Respiratory,respiratory secretion,sputum,Homo sapiens,USA,2014,"aadB,strA,strB,aph(3')-Ia,aac(6')-Ib,aadA24,fosA,sul1,sul2,sul1,dfrA14,dfrA10,aac(6')Ib-cr,blaTEM-1A,blaKPC-3,blaSHV-11,blaOXA-9,catA1","IncFIB(K),IncFII(Y),IncA/C2,ColRNAI",Klebsiella pneumoniae,SY-B
GCF_001275305,5695375,114,203929,258,,1,1,blood,blood,blood,Homo sapiens,USA,2014,"aac(6')-Ib,aadB,strA,strB,aph(3')-Ia,aadA1,fosA,sul1,sul2,sul1,dfrA14,dfrA10,aac(6')Ib-cr,blaOXA-9,blaKPC-3,blaTEM-1A,blaSHV-11,catA1","IncFIB(K),IncFII(Y),IncA/C2,ColRNAI",Klebsiella pneumoniae,SY-B2
GCF_001280925,5088873,1,5088873,-,,1,1,giant panda feces,giant panda feces,other,,Hong Kong,2013,"fosA,oqxB,oqxA,blaOKP-B-2",,Klebsiella pneumoniae subsp. pneumoniae,HKUOPLC
GCF_001307175,5696051,3,5416282,14,GD,1,1,Burn Patient,burn wound,other,Homo sapiens,Korea,2013,"aadA2,armA,aph(3')-VIa,aac(6')Ib-cr,fosA,msr(E),mph(E),sul1,dfrA12,dfrA1,QnrB1,oqxB,oqxA,aac(6')Ib-cr,blaSHV-28,blaOXA-232,blaOXA-1,blaNDM-1,catB3","IncHI1B,ColKP3,IncFIB(Mar)",Klebsiella pneumoniae,KP617
GCF_001316495,5708344,141,193586,101,,1,1,,,,Homo sapiens,South Africa,,"aac(6')Ib-cr,aac(3)-IIa,strB,strA,armA,fosA,mph(E),msr(E),sul1,sul2,dfrA14,aac(6')Ib-cr,oqxA,oqxB,tet(D),blaDHA-1,blaNDM-1,blaCTX-M-15,blaSHV-1,blaOXA-1,catB3","IncFII(K),IncFIB(K),IncFIB(pQil),ColpVC,ColRNAI",Klebsiella pneumoniae subsp. pneumoniae,ST101:950171785
GCF_001316565,5763446,180,255123,101,,1,1,,,,Homo sapiens,South Africa,,"aac(6')Ib-cr,aac(3)-IIa,strB,strA,armA,fosA,mph(E),msr(E),sul1,sul2,dfrA14,aac(6')Ib-cr,oqxA,oqxB,tet(D),blaDHA-1,blaNDM-1,blaCTX-M-15,blaSHV-1,blaOXA-1,catB3","ColRNAI,IncFIB(K),ColpVC,IncFII(K)",Klebsiella pneumoniae subsp. pneumoniae,ST101:960186733
GCF_001316645,5731926,189,166465,101,,1,1,blood,blood,blood,Homo sapiens,South Africa,2013,"aac(6')Ib-cr,aac(3)-IIa,strB,strA,armA,fosA,mph(E),msr(E),sul1,sul2,dfrA14,oqxB,aac(6')Ib-cr,oqxA,blaDHA-1,blaNDM-1,blaCTX-M-15,blaSHV-1,blaOXA-1,catB3","IncFII(K),IncFIB(K),ColpVC,ColRNAI",Klebsiella pneumoniae subsp. pneumoniae,ST101:951373950
GCF_001316695,5729804,175,105246,101,,0,1,pus swab from leg,pus,other,Homo sapiens,South Africa,2013,"ARR-3,aac(3)-IIa,aadA16,aac(6')Ib-cr,aacA4,fosA,sul1,dfrA27,oqxB,aac(6')Ib-cr,aac(6')Ib-cr,blaTEM-1B,blaCTX-M-15,blaSHV-1,blaGES-5,blaSCO-1","IncR,IncFII(K),ColRNAI,FIA(pBK30683),IncQ1,IncFIB(K)",Klebsiella pneumoniae subsp. pneumoniae,ST101:945165838
GCF_001316745,5721516,150,114759,101,,1,1,urine,urine,urine,Homo sapiens,South Africa,2013,"ARR-3,aac(3)-IIa,aacA4,aadA16,aac(6')Ib-cr,fosA,sul1,dfrA27,aac(6')Ib-cr,oqxB,oqxA,aac(6')Ib-cr,blaTEM-1B,blaSHV-12,blaCTX-M-15,blaSCO-1,blaGES-5","IncR,IncFII(K),ColRNAI,FIA(pBK30683),IncQ1,IncFIB(K)",Klebsiella pneumoniae subsp. pneumoniae,ST101:945169659
GCF_001316765,5863520,154,202113,2017,,1,1,abdominal swab,abdominal swab,other,Homo sapiens,South Africa,2012,"aadA1,strA,aac(6')Ib-cr,aac(6')-Ib,aac(3)-IIa,strB,rmtC,fosA,sul2,sul1,dfrA1,dfrA14,aac(6')Ib-cr,aac(6')Ib-cr,oqxB,oqxA,tet(D),blaSHV-1,blaCTX-M-15,blaOXA-9,blaTEM-1A,blaOXA-1,blaNDM-1,catB3,catA2","IncR,IncFII(K),ColRNAI,IncFIB(pB171),IncFIB(K),IncFII(Yp)",Klebsiella pneumoniae subsp. pneumoniae,ST2017:950118422
GCF_001316785,5707483,146,190331,101,,1,1,,,,Homo sapiens,South Africa,,"aac(6')Ib-cr,aac(3)-IIa,strB,strA,armA,fosA,mph(E),msr(E),sul1,sul2,dfrA14,aac(6')Ib-cr,oqxA,oqxB,tet(D),blaDHA-1,blaNDM-1,blaCTX-M-15,blaSHV-1,blaOXA-1,catB3","IncFIB(K),ColRNAI,IncFIB(pQil),ColpVC,IncFII(K)",Klebsiella pneumoniae subsp. pneumoniae,ST101:950173000
GCF_001316845,5651487,95,359400,323,,1,1,,,,Homo sapiens,South Africa,,"rmtC,strA,aac(6')Ib-cr,aac(3)-IIa,strB,fosA,sul1,sul2,dfrA14,aac(6')Ib-cr,oqxA,oqxB,blaNDM-1,blaTEM-1B,blaSHV-99,blaOXA-1,blaCTX-M-15,catB3","IncFIB(K),IncFIB(pB171),IncFII(K),IncFII(Yp)",Klebsiella pneumoniae subsp. pneumoniae,ST323:941530379
GCF_001316865,5738409,130,143505,14,GD,1,0,,,,Homo sapiens,South Africa,,"ARR-3,strA,aac(6')Ib-cr,strB,aadA1,fosA,ere(A),sul1,sul2,dfrA14,dfrA1,aac(6')Ib-cr,oqxB,oqxA,QnrB1,blaCTX-M-15,blaOXA-232,blaOXA-1,blaSHV-28,catB3,cmlA1","IncFIB(K),IncR,IncHI1B,ColKP3,IncFIB(Mar)",Klebsiella pneumoniae subsp. pneumoniae,ST14:944535499
GCF_001316895,5733530,195,114326,101,,1,1,,,,Homo sapiens,South Africa,,"aac(6')Ib-cr,aac(3)-IIa,strB,strA,armA,fosA,mph(E),msr(E),sul1,sul2,dfrA14,aac(6')Ib-cr,oqxB,tet(D),blaCTX-M-15,blaDHA-1,blaSHV-1,blaOXA-1,blaNDM-1,catB3","ColRNAI,IncFIB(K),ColpVC,IncFII(K)",Klebsiella pneumoniae subsp. pneumoniae,ST2016:951362657
GCF_001316925,5864185,199,108049,2017,,1,1,urine,urine,urine,Homo sapiens,South Africa,2012,"aadA1,strA,aac(3)-IIa,aac(6')-Ib,aac(6')Ib-cr,strB,rmtC,fosA,sul2,sul1,dfrA1,dfrA14,aac(6')Ib-cr,oqxA,oqxB,aac(6')Ib-cr,tet(D),blaOXA-1,blaCTX-M-15,blaOXA-9,blaSHV-1,blaTEM-1A,blaNDM-1,catB3,catA2","IncR,IncFII(K),ColRNAI,IncFIB(pB171),IncFIB(K),IncFII(Yp)",Klebsiella pneumoniae subsp. pneumoniae,ST2017:950117510
GCF_001316945,5852025,172,136212,2017,,1,0,tracheal fluid,tracheal fluid,other,Homo sapiens,South Africa,,"aadA1,aac(6')Ib-cr,aac(3)-IIa,strB,strA,aacA4,rmtC,fosA,sul1,sul2,dfrA1,dfrA14,oqxB,aac(6')Ib-cr,aac(6')Ib-cr,oqxA,tet(D),blaTEM-1A,blaCTX-M-15,blaOXA-9,blaOXA-1,blaSHV-1,blaNDM-1,catB3,catA2","IncR,IncFII(K),ColRNAI,IncFIB(pB171),IncFIB(K),IncFII(Yp)",Klebsiella pneumoniae subsp. pneumoniae,ST2017:950142398
GCF_001316955,5731548,184,96119,101,,0,1,urine,urine,urine,Homo sapiens,South Africa,2013,"ARR-3,aac(3)-IIa,aadA16,aac(6')Ib-cr,aacA4,fosA,sul1,dfrA27,oqxA,aac(6')Ib-cr,oqxB,aac(6')Ib-cr,blaGES-5,blaCTX-M-15,blaSHV-1,blaTEM-1B,blaSCO-1","IncR,IncFII(K),ColRNAI,FIA(pBK30683),IncQ1,IncFIB(K)",Klebsiella pneumoniae subsp. pneumoniae,ST101:957083896
GCF_001316985,5603261,131,138558,101,,1,1,TIP,tip,other,Homo sapiens,South Africa,2013,"aac(3)-IIa,aac(6')Ib-cr,strB,strA,armA,fosA,mph(E),msr(E),sul1,sul2,dfrA14,aac(6')Ib-cr,oqxA,oqxB,tet(D),blaDHA-1,blaNDM-1,blaCTX-M-15,blaSHV-1,blaOXA-1,catB3","IncFII(K),IncFIB(K),ColpVC,ColRNAI",Klebsiella pneumoniae subsp. pneumoniae,ST101:951384356
GCF_001317005,5746529,132,131880,101,,1,1,pus swab (trachea),pus,other,Homo sapiens,South Africa,,"ARR-3,aac(3)-IIa,aadA16,aac(6')Ib-cr,aacA4,fosA,sul1,dfrA27,oqxB,aac(6')Ib-cr,aac(6')Ib-cr,oqxA,blaCTX-M-15,blaTEM-1B,blaGES-5,blaSHV-11,blaSCO-1","IncR,IncFII(K),FIA(pBK30683),ColRNAI,IncQ1,IncFIB(K)",Klebsiella pneumoniae subsp. pneumoniae,ST101:957089165
GCF_001317015,5734565,165,114142,101,,0,1,urine,urine,urine,Homo sapiens,South Africa,2013,"ARR-3,aac(3)-IIa,aacA4,aadA16,aacA4,fosA,sul1,dfrA27,oqxB,aac(6')Ib-cr,aac(6')Ib-cr,oqxA,blaGES-5,blaLEN12,blaTEM-1B,blaCTX-M-15,blaSCO-1","IncR,IncFII(K),FIA(pBK30683),ColRNAI,IncQ1,IncFIB(K)",Klebsiella pneumoniae subsp. pneumoniae,ST101:957083320
GCF_001317035,5727792,134,192095,101,,1,1,,,,Homo sapiens,South Africa,,"ARR-3,aac(3)-IIa,aadA16,aac(6')Ib-cr,aacA4,fosA,sul1,dfrA27,oqxA,oqxB,aac(6')Ib-cr,aac(6')Ib-cr,blaSHV-11,blaTEM-1B,blaCTX-M-15,blaGES-5,blaSCO-1","IncR,IncFII(K),FIA(pBK30683),ColRNAI,IncQ1,IncFIB(K)",Klebsiella pneumoniae subsp. pneumoniae,ST101:U44822 (26/7/13)
GCF_001317095,5978135,433,100924,1478,,0,1,art line,art line,other,Homo sapiens,South Africa,,"ARR-3,aac(6')Ib-cr,fosA,dfrA14,QnrB66,aac(6')Ib-cr,oqxB,oqxA,blaCTX-M-15,blaLEN16","IncFII(Yp),IncFIB(K),IncFII(K),IncN,ColRNAI",Klebsiella pneumoniae subsp. pneumoniae,ST1478:939997103
GCF_001317165,5749083,152,114694,101,,0,1,pus,pus,other,Homo sapiens,South Africa,2013,"aac(3)-IIa,aacA4,fosA,QnrS1,oqxB,oqxA,aac(6')Ib-cr,blaSHV-1,blaTEM-1B,blaGES-5,blaCTX-M-15,blaSCO-1","IncR,IncFII(K),ColRNAI,IncQ1,IncFIB(K),IncN,IncU",Klebsiella pneumoniae subsp. pneumoniae,ST101:939996824
GCF_001317295,5735683,236,86901,101,,1,1,urine,urine,urine,Homo sapiens,South Africa,2013,"aac(6')Ib-cr,aac(3)-IIa,strB,strA,armA,fosA,mph(E),msr(E),sul1,sul2,dfrA14,oqxB,aac(6')Ib-cr,tet(D),blaDHA-1,blaNDM-1,blaCTX-M-15,blaSHV-1,blaOXA-1,catB3","ColRNAI,IncFIB(K),ColpVC,IncFII(K)",Klebsiella pneumoniae subsp. pneumoniae,ST101:951363981
GCF_001317375,5739558,155,118046,101,,0,1,sputum,sputum,sputum,Homo sapiens,South Africa,,"ARR-3,aac(3)-IIa,aadA16,aac(6')Ib-cr,aacA4,fosA,sul1,dfrA27,oqxA,oqxB,aac(6')Ib-cr,aac(6')Ib-cr,blaSHV-1,blaTEM-1B,blaGES-5,blaSCO-1,blaCTX-M-15","IncR,IncFII(K),ColRNAI,FIA(pBK30683),IncQ1,IncFIB(K)",Klebsiella pneumoniae subsp. pneumoniae,ST101:945154233
GCF_001373075,5228056,1,5228056,-,,1,1,,,,,,,"fosA,oqxB,oqxA,blaOKP-B-7",,Klebsiella pneumoniae ATCC 43816,45T1-2A
GCF_001399815,5839626,199,60974,258,,1,1,blood,blood,blood,Homo sapiens,Italy,2010,"aac(6')-Ib,aadA2,aph(3')-Ia,fosA,mph(A),sul1,dfrA12,oqxA,oqxB,aac(6')Ib-cr,blaOXA-9,blaTEM-1A,blaSHV-12,blaSHV-12,blaKPC-2,blaSHV-12,catA1","IncFIB(pQil),IncX3,IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae subsp. pneumoniae,KK207/1
GCF_001404095,5271927,46,250027,6,,1,1,,,,,,,"fosA,oqxA,oqxB,blaSHV-1",,Klebsiella pneumoniae,CH1034
GCF_001441285,5675784,53,266552,11,,1,1,blood,blood,blood,Homo sapiens,Israel,2005,"aacA4,aac(3)-IIa,fosA,sul1,sul2,aac(6')Ib-cr,oqxB,oqxA,blaCTX-M-2,blaOXA-2,blaTEM-30,blaSHV-11","IncA/C2,IncFII,IncFIB(K),ColRNAI",Klebsiella pneumoniae,B86
GCF_001441295,5748444,88,251281,327,,1,1,blood,blood,blood,Homo sapiens,Israel,2005,"aadA1,aac(3)-IIa,fosA,sul1,dfrA1,oqxA,oqxB,blaCTX-M-2,blaSHV-101,blaTEM-1B,catA1","IncFIB(Mar),IncFII,IncHI1B,ColRNAI",Klebsiella pneumoniae,B199
GCF_001455995,5980203,7,5402900,147,TD,1,0,urine,urine,urine,Homo sapiens,United Arab Emirates,2014,"ARR-3,aacA4,rmtf,aadA2,aacA4,rmtf,fosA,dfrA12,dfrA14,aac(6')Ib-cr,oqxA,oqxB,QnrB66,aac(6')Ib-cr,blaOXA-181,blaOXA-181,blaCTX-M-15,blaSHV-11,blaOXA-181","IncFIB(Mar),IncFII(pKPX1),IncFII,ColRNAI,IncHI1B",Klebsiella pneumoniae,MS6671
GCF_001456055,5680634,5,5307114,278,,1,1,urine,urine,urine,Homo sapiens,Canada,2013,"strB,strA,fosA,sul2,dfrA14,oqxB,oqxA,QnrB66,tet(A),blaCTX-M-15,blaTEM-1B,blaNDM-7,blaSHV-27","IncX3,ColRNAI,IncFIB(K),IncFII(K),FIA(pBK30683)",Klebsiella pneumoniae,KpN01
GCF_001456095,5650490,5,5309013,278,,1,1,blood,blood,blood,Homo sapiens,Canada,2013,"strB,strA,fosA,sul2,dfrA14,oqxB,oqxA,QnrB66,tet(A),blaCTX-M-15,blaTEM-1B,blaSHV-27","IncX3,ColRNAI,IncFIB(K),IncFII(K),FIA(pBK30683)",Klebsiella pneumoniae,KpN06
GCF_001456135,5874698,6,5319154,941,,1,0,Respiratory,respiratory secretion,sputum,Homo sapiens,USA,2010,"aadA1,aac(6')-Ib,aadB,aadA1,aac(6')-Ib,fosA,sul1,sul1,aac(6')Ib-cr,QnrA1,oqxB,oqxA,aac(6')Ib-cr,blaSHV-30,blaTEM-1A,blaOXA-9,blaKPC-2,blaTEM-1B,blaSHV-11,blaTEM-1A,blaOXA-9","IncA/C2,IncFIB(K),IncFII(K),repA,IncFII(Y)",Klebsiella pneumoniae,CAV1193
GCF_001457255,5396495,60,375028,1427,,1,1,urine,urine,urine,Homo sapiens,Netherlands,2012,"aac(3)-IIa,strB,strA,aac(6')Ib-cr,fosA,sul2,dfrA14,oqxB,oqxA,QnrB66,aac(6')Ib-cr,tet(A),blaTEM-1B,blaCTX-M-15,blaSHV-11,blaOXA-1,catB3",IncFIB(K),Klebsiella pneumoniae,KPOI-1/1
GCF_001457265,5376364,128,231141,1427,,1,1,urine,urine,urine,Homo sapiens,Netherlands,2012,"strA,aac(3)-IIa,strB,aac(6')Ib-cr,fosA,sul2,dfrA14,oqxA,oqxB,aac(6')Ib-cr,QnrB66,tet(A),blaCTX-M-15,blaTEM-1B,blaSHV-11,blaOXA-1,catB3",IncFIB(K),Klebsiella pneumoniae,KPOI-1/2
GCF_001457275,5390420,64,216789,1427,,1,1,Central venous line,central venous line,other,Homo sapiens,Netherlands,2012,"strA,aac(6')Ib-cr,strB,aac(3)-IIa,fosA,sul2,dfrA14,aac(6')Ib-cr,oqxB,oqxA,QnrB66,tet(A),blaCTX-M-15,blaTEM-1B,blaSHV-11,blaOXA-1,catB3",IncFIB(K),Klebsiella pneumoniae,KPOI-1/3
